時間,温度
2019-01-19 12:50:04.930059,23.83
2019-01-19 12:50:05.943197,76.71
2019-01-19 12:50:06.946215,29.3
2019-01-19 12:50:07.948541,98.0
2019-01-19 12:50:08.959708,59.69
2019-01-19 12:50:09.971129,92.02
2019-01-19 12:50:10.973657,70.3
2019-01-19 12:50:11.984987,66.66
2019-01-19 12:50:12.996289,78.74
2019-01-19 12:50:13.998515,82.58
2019-01-19 12:50:15.001699,1.07
2019-01-19 12:50:16.003692,67.58
2019-01-19 12:50:17.007200,42.68
2019-01-19 12:50:18.010140,82.22
2019-01-19 12:50:19.012750,26.72
2019-01-19 12:50:20.023572,54.96
2019-01-19 12:50:21.034502,22.28
2019-01-19 12:50:22.045851,77.4
2019-01-19 12:50:23.055075,76.96
2019-01-19 12:50:24.059302,34.03
2019-01-19 12:50:25.061597,71.01
2019-01-19 12:50:26.063887,19.45
2019-01-19 12:50:27.067719,27.97
2019-01-19 12:50:28.070785,24.41
2019-01-19 12:50:29.079356,21.83
2019-01-19 12:50:30.089303,3.68
2019-01-19 12:50:31.095116,29.08
2019-01-19 12:50:32.098208,57.6
2019-01-19 12:50:33.107449,3.32
2019-01-19 12:50:34.117407,26.01
2019-01-19 12:50:35.123466,78.15
2019-01-19 12:50:36.137621,66.91
2019-01-19 12:50:37.145291,17.79
2019-01-19 12:50:38.155094,96.78
2019-01-19 12:50:39.159372,85.75
2019-01-19 12:50:40.170453,68.53
2019-01-19 12:50:41.179779,81.03
2019-01-19 12:50:42.184590,50.75
2019-01-19 12:50:43.194899,93.99
2019-01-19 12:50:44.205258,2.26
2019-01-19 12:50:45.216787,26.64
2019-01-19 12:50:46.219530,74.66
2019-01-19 12:50:47.230209,61.26
2019-01-19 12:50:48.233622,76.3
2019-01-19 12:50:49.235723,87.38
2019-01-19 12:50:50.239359,21.33
2019-01-19 12:50:51.250711,94.25
2019-01-19 12:50:52.253721,66.96
2019-01-19 12:50:53.255050,59.13
2019-01-19 12:50:54.258491,15.66
2019-01-19 12:50:55.261366,42.07
2019-01-19 12:50:56.264329,65.28
2019-01-19 12:50:57.268713,72.12
2019-01-19 12:50:58.275858,3.37
2019-01-19 12:50:59.287516,30.04
2019-01-19 12:51:00.292362,36.29
2019-01-19 12:51:01.294559,39.18
2019-01-19 12:51:02.297599,49.7
2019-01-19 12:51:03.300239,31.6
2019-01-19 12:51:04.303365,6.46
2019-01-19 12:51:05.312591,32.9
2019-01-19 12:51:06.317377,33.77
2019-01-19 12:51:07.327316,66.66
2019-01-19 12:51:08.338102,34.03
2019-01-19 12:51:09.350086,93.4
2019-01-19 12:51:10.361188,6.78
2019-01-19 12:51:11.372187,25.29
2019-01-19 12:51:12.383870,29.79
2019-01-19 12:51:13.394263,42.45
2019-01-19 12:51:14.397592,43.44
2019-01-19 12:51:15.408391,94.99
2019-01-19 12:51:16.419585,40.36
2019-01-19 12:51:17.431277,95.92
2019-01-19 12:51:18.441755,59.23
2019-01-19 12:51:19.450331,48.71
2019-01-19 12:51:20.456318,84.93
2019-01-19 12:51:21.465159,10.87
2019-01-19 12:51:22.469127,8.43
2019-01-19 12:51:23.472347,40.71
2019-01-19 12:51:24.475281,68.0
2019-01-19 12:51:25.477098,67.56
2019-01-19 12:51:26.479028,33.81
2019-01-19 12:51:27.481158,72.03
2019-01-19 12:51:28.491348,91.76
2019-01-19 12:51:29.497228,98.53
2019-01-19 12:51:30.506170,93.98
2019-01-19 12:51:31.510863,19.78
2019-01-19 12:51:32.521475,12.0
2019-01-19 12:51:33.526457,25.08
2019-01-19 12:51:34.535619,73.52
2019-01-19 12:51:35.545867,64.52
2019-01-19 12:51:36.550396,79.62
2019-01-19 12:51:37.561147,97.41
2019-01-19 12:51:38.566351,69.24
2019-01-19 12:51:39.577972,62.05
2019-01-19 12:51:40.585500,9.07
2019-01-19 12:51:41.587985,44.84
2019-01-19 12:51:42.599199,88.54
2019-01-19 12:51:43.610251,16.78
2019-01-19 12:51:44.613852,67.37
2019-01-19 12:51:45.616583,29.09
2019-01-19 12:51:46.621675,62.72
2019-01-19 12:51:47.630783,63.55
2019-01-19 12:51:48.641208,58.87
2019-01-19 12:51:49.652058,68.67
2019-01-19 12:51:50.662972,42.72
2019-01-19 12:51:51.666003,95.02
2019-01-19 12:51:52.668841,22.37
2019-01-19 12:51:53.671891,68.09
2019-01-19 12:51:54.673799,37.08
2019-01-19 12:51:55.684414,36.25
2019-01-19 12:51:56.688826,80.44
2019-01-19 12:51:57.699676,73.9
2019-01-19 12:51:58.701886,88.34
2019-01-19 12:51:59.710981,9.37
2019-01-19 12:52:00.717388,12.84
2019-01-19 12:52:01.726698,40.99
2019-01-19 12:52:02.735885,66.03
2019-01-19 12:52:03.738553,81.71
2019-01-19 12:52:04.746306,17.91
2019-01-19 12:52:05.760280,1.59
2019-01-19 12:52:06.768983,20.02
2019-01-19 12:52:07.776885,99.0
2019-01-19 12:52:08.779511,86.83
2019-01-19 12:52:09.782469,62.26
2019-01-19 12:52:10.785316,32.29
2019-01-19 12:52:11.788750,40.08
2019-01-19 12:52:12.790423,40.73
2019-01-19 12:52:13.793291,99.38
2019-01-19 12:52:14.795752,46.82
2019-01-19 12:52:15.798965,20.1
2019-01-19 12:52:16.800808,47.01
2019-01-19 12:52:17.806111,29.33
2019-01-19 12:52:18.807173,26.39
2019-01-19 12:52:19.808339,35.42
2019-01-19 12:52:20.811981,74.91
2019-01-19 12:52:21.813690,87.34
2019-01-19 12:52:22.817781,12.23
2019-01-19 12:52:23.821057,49.09
2019-01-19 12:52:24.823793,42.26
2019-01-19 12:52:25.831861,72.95
2019-01-19 12:52:26.837764,99.14
2019-01-19 12:52:27.848271,73.95
2019-01-19 12:52:28.851471,80.86
2019-01-19 12:52:29.862956,82.09
2019-01-19 12:52:30.871918,38.08
2019-01-19 12:52:31.875133,20.73
2019-01-19 12:52:32.878386,96.93
2019-01-19 12:52:33.881923,25.62
2019-01-19 12:52:34.883966,93.85
2019-01-19 12:52:35.898018,78.03
2019-01-19 12:52:36.906845,27.89
2019-01-19 12:52:37.908731,2.84
2019-01-19 12:52:38.918672,67.03
2019-01-19 12:52:39.924694,75.71
2019-01-19 12:52:40.934607,21.89
2019-01-19 12:52:41.937160,43.49
2019-01-19 12:52:42.946067,77.2
2019-01-19 12:52:43.957880,28.81
2019-01-19 12:52:44.961875,73.95
2019-01-19 12:52:45.964424,12.59
2019-01-19 12:52:46.976035,89.76
2019-01-19 12:52:47.986786,75.09
2019-01-19 12:52:48.989427,34.11
2019-01-19 12:52:49.992128,21.09
2019-01-19 12:52:50.994535,66.94
2019-01-19 12:52:51.997322,56.18
2019-01-19 12:52:53.000726,55.28
2019-01-19 12:52:54.002973,83.03
2019-01-19 12:52:55.005574,10.03
2019-01-19 12:52:56.008522,87.19
2019-01-19 12:52:57.011318,95.17
2019-01-19 12:52:58.021868,70.32
2019-01-19 12:52:59.027893,7.9
2019-01-19 12:53:00.036412,71.08
2019-01-19 12:53:01.047640,77.18
2019-01-19 12:53:02.058662,48.77
2019-01-19 12:53:03.061166,19.36
2019-01-19 12:53:04.063363,30.48
2019-01-19 12:53:05.074775,36.85
2019-01-19 12:53:06.085443,29.98
2019-01-19 12:53:07.088072,59.93
2019-01-19 12:53:08.091691,88.5
2019-01-19 12:53:09.103037,37.16
2019-01-19 12:53:10.114099,84.86
2019-01-19 12:53:11.118206,72.29
2019-01-19 12:53:12.119936,8.47
2019-01-19 12:53:13.127124,86.3
2019-01-19 12:53:14.138570,53.88
2019-01-19 12:53:15.143305,5.48
2019-01-19 12:53:16.154782,60.08
2019-01-19 12:53:17.158996,33.86
2019-01-19 12:53:18.169440,34.85
2019-01-19 12:53:19.172349,17.61
2019-01-19 12:53:20.175207,78.8
2019-01-19 12:53:21.186347,95.54
2019-01-19 12:53:22.197571,7.73
2019-01-19 12:53:23.205723,6.7
2019-01-19 12:53:24.213432,35.59
2019-01-19 12:53:25.221760,68.01
2019-01-19 12:53:26.231148,88.79
2019-01-19 12:53:27.233598,9.14
2019-01-19 12:53:28.243519,52.85
2019-01-19 12:53:29.254222,95.1
2019-01-19 12:53:30.260008,60.14
2019-01-19 12:53:31.272026,91.4
2019-01-19 12:53:32.275079,93.3
2019-01-19 12:53:33.280174,35.02
2019-01-19 12:53:34.291671,59.7
2019-01-19 12:53:35.299190,66.83
2019-01-19 12:53:36.302475,95.14
2019-01-19 12:53:37.310916,83.11
2019-01-19 12:53:38.313976,91.24
2019-01-19 12:53:39.325267,42.4
2019-01-19 12:53:40.335747,93.69
2019-01-19 12:53:41.339461,81.7
2019-01-19 12:53:42.350280,33.99
2019-01-19 12:53:43.353198,79.92
2019-01-19 12:53:44.363166,42.34
2019-01-19 12:53:45.367683,99.83
2019-01-19 12:53:46.372946,54.45
2019-01-19 12:53:47.383222,64.32
2019-01-19 12:53:48.392687,24.69
2019-01-19 12:53:49.404470,30.77
2019-01-19 12:53:50.407821,79.43
2019-01-19 12:53:51.409574,54.85
2019-01-19 12:53:52.412958,44.81
2019-01-19 12:53:53.415799,79.24
2019-01-19 12:53:54.426520,66.96
2019-01-19 12:53:55.435856,68.28
2019-01-19 12:53:56.441149,16.81
2019-01-19 12:53:57.443292,6.25
2019-01-19 12:53:58.445776,54.84
2019-01-19 12:53:59.449099,43.08
2019-01-19 12:54:00.452588,22.92
2019-01-19 12:54:01.454507,44.4
2019-01-19 12:54:02.465783,99.32
2019-01-19 12:54:03.476861,11.22
2019-01-19 12:54:04.484987,49.97
2019-01-19 12:54:05.492497,62.41
2019-01-19 12:54:06.501749,57.17
2019-01-19 12:54:07.513249,70.04
2019-01-19 12:54:08.522076,79.9
2019-01-19 12:54:09.526781,48.53
2019-01-19 12:54:10.535401,37.03
2019-01-19 12:54:11.539907,11.75
2019-01-19 12:54:12.542440,28.55
2019-01-19 12:54:13.549368,80.59
2019-01-19 12:54:14.556846,18.18
2019-01-19 12:54:15.558572,33.58
2019-01-19 12:54:16.564537,20.78
2019-01-19 12:54:17.570431,6.17
2019-01-19 12:54:18.574774,16.29
2019-01-19 12:54:19.580470,44.92
2019-01-19 12:54:20.590322,52.03
2019-01-19 12:54:21.600050,53.55
2019-01-19 12:54:22.601786,21.88
2019-01-19 12:54:23.607549,42.99
2019-01-19 12:54:24.617672,91.99
2019-01-19 12:54:25.621174,31.73
2019-01-19 12:54:26.623608,16.64
2019-01-19 12:54:27.625042,11.36
2019-01-19 12:54:28.628600,14.04
2019-01-19 12:54:29.634811,16.1
2019-01-19 12:54:30.644355,50.29
2019-01-19 12:54:31.653732,15.26
2019-01-19 12:54:32.664919,63.87
2019-01-19 12:54:33.675863,75.63
2019-01-19 12:54:34.679777,70.82
2019-01-19 12:54:35.691674,46.05
2019-01-19 12:54:36.701515,12.65
2019-01-19 12:54:37.709779,68.86
2019-01-19 12:54:38.713729,73.79
2019-01-19 12:54:39.722570,12.79
2019-01-19 12:54:40.732796,76.85
2019-01-19 12:54:41.744608,5.92
2019-01-19 12:54:42.750504,87.9
2019-01-19 12:54:43.753581,86.08
2019-01-19 12:54:44.757079,29.45
2019-01-19 12:54:45.768257,44.13
2019-01-19 12:54:46.777600,12.52
2019-01-19 12:54:47.781392,30.83
2019-01-19 12:54:48.785597,46.04
2019-01-19 12:54:49.787144,49.12
2019-01-19 12:54:50.789525,5.02
2019-01-19 12:54:51.800899,20.12
2019-01-19 12:54:52.810585,92.33
2019-01-19 12:54:53.815024,48.82
2019-01-19 12:54:54.817537,88.61
2019-01-19 12:54:55.820561,43.29
2019-01-19 12:54:56.823430,65.21
2019-01-19 12:54:57.824971,23.73
2019-01-19 12:54:58.828146,3.32
2019-01-19 12:54:59.839847,33.32
2019-01-19 12:55:00.850574,25.27
2019-01-19 12:55:01.853661,76.04
2019-01-19 12:55:02.856214,16.77
2019-01-19 12:55:03.859069,72.7
2019-01-19 12:55:04.861326,39.06
2019-01-19 12:55:05.872998,79.8
2019-01-19 12:55:06.883414,66.52
2019-01-19 12:55:07.886084,90.07
2019-01-19 12:55:08.887709,92.4
2019-01-19 12:55:09.891548,71.98
2019-01-19 12:55:10.901575,33.65
2019-01-19 12:55:11.913254,90.34
2019-01-19 12:55:12.917335,43.74
2019-01-19 12:55:13.923111,57.94
2019-01-19 12:55:14.934084,65.54
2019-01-19 12:55:15.941563,88.02
2019-01-19 12:55:16.945795,88.98
2019-01-19 12:55:17.955141,10.46
2019-01-19 12:55:18.957692,78.06
2019-01-19 12:55:19.967938,99.02
2019-01-19 12:55:20.970993,39.09
2019-01-19 12:55:21.974859,87.25
2019-01-19 12:55:22.977043,71.73
2019-01-19 12:55:23.980715,2.81
2019-01-19 12:55:24.982976,81.91
2019-01-19 12:55:25.984828,69.99
2019-01-19 12:55:26.988407,27.23
2019-01-19 12:55:27.991828,4.71
2019-01-19 12:55:29.000530,7.47
2019-01-19 12:55:30.004860,26.37
2019-01-19 12:55:31.016442,78.74
2019-01-19 12:55:32.021595,11.11
2019-01-19 12:55:33.022921,88.51
2019-01-19 12:55:34.024867,49.76
2019-01-19 12:55:35.026972,50.27
2019-01-19 12:55:36.031494,22.3
2019-01-19 12:55:37.033025,52.22
2019-01-19 12:55:38.038320,6.15
2019-01-19 12:55:39.045773,29.61
2019-01-19 12:55:40.055845,77.15
2019-01-19 12:55:41.059317,8.7
2019-01-19 12:55:42.063572,45.32
2019-01-19 12:55:43.066679,27.05
2019-01-19 12:55:44.075647,33.16
2019-01-19 12:55:45.081410,30.69
2019-01-19 12:55:46.091136,46.85
2019-01-19 12:55:47.100477,11.12
2019-01-19 12:55:48.111776,53.41
2019-01-19 12:55:49.123259,33.86
2019-01-19 12:55:50.132380,50.6
2019-01-19 12:55:51.143380,0.16
2019-01-19 12:55:52.146540,44.3
2019-01-19 12:55:53.157163,25.2
2019-01-19 12:55:54.163427,71.67
2019-01-19 12:55:55.166208,90.33
2019-01-19 12:55:56.176442,43.2
2019-01-19 12:55:57.187802,2.25
2019-01-19 12:55:58.190756,73.41
2019-01-19 12:55:59.199667,83.3
2019-01-19 12:56:00.209820,50.17
2019-01-19 12:56:01.220672,6.65
2019-01-19 12:56:02.232083,10.09
2019-01-19 12:56:03.238343,74.16
2019-01-19 12:56:04.249842,30.31
2019-01-19 12:56:05.259634,64.13
2019-01-19 12:56:06.271016,89.39
2019-01-19 12:56:07.282245,47.48
2019-01-19 12:56:08.293523,29.74
2019-01-19 12:56:09.304885,40.88
2019-01-19 12:56:10.307915,63.39
2019-01-19 12:56:11.311196,4.36
2019-01-19 12:56:12.320337,9.44
2019-01-19 12:56:13.331769,77.39
2019-01-19 12:56:14.335428,68.09
2019-01-19 12:56:15.337396,98.99
2019-01-19 12:56:16.339232,5.22
2019-01-19 12:56:17.343697,16.18
2019-01-19 12:56:18.348102,60.27
2019-01-19 12:56:19.353728,36.27
2019-01-19 12:56:20.357973,21.13
2019-01-19 12:56:21.361570,59.63
2019-01-19 12:56:22.365325,58.81
2019-01-19 12:56:23.376472,7.98
2019-01-19 12:56:24.379524,41.24
2019-01-19 12:56:25.382217,95.47
2019-01-19 12:56:26.384698,83.11
2019-01-19 12:56:27.393782,94.61
2019-01-19 12:56:28.403842,74.35
2019-01-19 12:56:29.409582,53.95
2019-01-19 12:56:30.422814,46.83
2019-01-19 12:56:31.430523,18.74
2019-01-19 12:56:32.443036,81.94
2019-01-19 12:56:33.453900,12.98
2019-01-19 12:56:34.462951,92.48
2019-01-19 12:56:35.475998,55.55
2019-01-19 12:56:36.479517,38.43
2019-01-19 12:56:37.489351,7.68
2019-01-19 12:56:38.495362,97.7
2019-01-19 12:56:39.503655,15.46
2019-01-19 12:56:40.513568,70.27
2019-01-19 12:56:41.525282,91.38
2019-01-19 12:56:42.537000,34.92
2019-01-19 12:56:43.548263,99.63
2019-01-19 12:56:44.551353,31.27
2019-01-19 12:56:45.554284,54.47
2019-01-19 12:56:46.556916,99.39
2019-01-19 12:56:47.559982,83.69
2019-01-19 12:56:48.572632,47.86
2019-01-19 12:56:49.583817,6.18
2019-01-19 12:56:50.595243,21.8
2019-01-19 12:56:51.604050,26.45
2019-01-19 12:56:52.606217,98.32
2019-01-19 12:56:53.608262,75.39
2019-01-19 12:56:54.612495,1.78
2019-01-19 12:56:55.615162,9.07
2019-01-19 12:56:56.618261,56.41
2019-01-19 12:56:57.620121,10.02
2019-01-19 12:56:58.629977,33.1
2019-01-19 12:56:59.632910,5.32
2019-01-19 12:57:00.643436,16.7
2019-01-19 12:57:01.647362,38.63
2019-01-19 12:57:02.650629,96.08
2019-01-19 12:57:03.653403,23.42
2019-01-19 12:57:04.664042,2.94
2019-01-19 12:57:05.675376,68.52
2019-01-19 12:57:06.678618,96.58
2019-01-19 12:57:07.680642,45.84
2019-01-19 12:57:08.684108,3.67
2019-01-19 12:57:09.693682,76.33
2019-01-19 12:57:10.697442,74.2
2019-01-19 12:57:11.708601,57.84
2019-01-19 12:57:12.711112,99.27
2019-01-19 12:57:13.720605,8.48
2019-01-19 12:57:14.730810,63.72
2019-01-19 12:57:15.736449,52.32
2019-01-19 12:57:16.747708,83.69
2019-01-19 12:57:17.758689,86.37
2019-01-19 12:57:18.768318,91.19
2019-01-19 12:57:19.780087,62.41
2019-01-19 12:57:20.790917,80.64
2019-01-19 12:57:21.795761,39.04
2019-01-19 12:57:22.803937,21.62
2019-01-19 12:57:23.808479,95.85
2019-01-19 12:57:24.811746,56.17
2019-01-19 12:57:25.820509,44.18
2019-01-19 12:57:26.830387,71.99
2019-01-19 12:57:27.835895,34.58
2019-01-19 12:57:28.838426,82.3
2019-01-19 12:57:29.841677,62.53
2019-01-19 12:57:30.850538,34.78
2019-01-19 12:57:31.859659,64.98
2019-01-19 12:57:32.866300,62.32
2019-01-19 12:57:33.877726,28.21
2019-01-19 12:57:34.888357,59.96
2019-01-19 12:57:35.901180,91.07
2019-01-19 12:57:36.910588,70.9
2019-01-19 12:57:37.912402,97.32
2019-01-19 12:57:38.914722,71.29
2019-01-19 12:57:39.919090,98.76
2019-01-19 12:57:40.930568,11.22
2019-01-19 12:57:41.941556,18.77
2019-01-19 12:57:42.944308,13.54
2019-01-19 12:57:43.947163,39.42
2019-01-19 12:57:44.956304,28.23
2019-01-19 12:57:45.967765,38.14
2019-01-19 12:57:46.979290,67.45
2019-01-19 12:57:47.990935,68.17
2019-01-19 12:57:48.993840,85.74
2019-01-19 12:57:50.003005,60.16
2019-01-19 12:57:51.007961,29.87
2019-01-19 12:57:52.019273,92.75
2019-01-19 12:57:53.021137,52.0
2019-01-19 12:57:54.024089,68.22
2019-01-19 12:57:55.027113,46.36
2019-01-19 12:57:56.032094,53.79
2019-01-19 12:57:57.037710,20.91
2019-01-19 12:57:58.047028,25.69
2019-01-19 12:57:59.054468,86.91
2019-01-19 12:58:00.057329,15.49
2019-01-19 12:58:01.060195,34.03
2019-01-19 12:58:02.063293,30.16
2019-01-19 12:58:03.065063,43.58
2019-01-19 12:58:04.068555,29.12
2019-01-19 12:58:05.071132,87.48
2019-01-19 12:58:06.086630,20.54
2019-01-19 12:58:07.093206,2.31
2019-01-19 12:58:08.096523,63.87
2019-01-19 12:58:09.099498,30.29
2019-01-19 12:58:10.102174,14.79
2019-01-19 12:58:11.107196,62.94
2019-01-19 12:58:12.117691,63.75
2019-01-19 12:58:13.127008,61.47
2019-01-19 12:58:14.130205,64.94
2019-01-19 12:58:15.132789,35.64
2019-01-19 12:58:16.134735,54.04
2019-01-19 12:58:17.136374,75.24
2019-01-19 12:58:18.137650,8.15
2019-01-19 12:58:19.141053,59.91
2019-01-19 12:58:20.146092,4.58
2019-01-19 12:58:21.159299,8.22
2019-01-19 12:58:22.168722,52.65
2019-01-19 12:58:23.176244,45.35
2019-01-19 12:58:24.187537,38.62
2019-01-19 12:58:25.199561,46.04
2019-01-19 12:58:26.209615,63.7
2019-01-19 12:58:27.222639,83.97
2019-01-19 12:58:28.234664,30.8
2019-01-19 12:58:29.246088,16.7
2019-01-19 12:58:30.256957,84.48
2019-01-19 12:58:31.259955,94.14
2019-01-19 12:58:32.269113,91.22
2019-01-19 12:58:33.273187,7.71
2019-01-19 12:58:34.282008,70.41
2019-01-19 12:58:35.293191,10.36
2019-01-19 12:58:36.303194,51.3
2019-01-19 12:58:37.314621,24.92
2019-01-19 12:58:38.318659,77.61
2019-01-19 12:58:39.323107,50.77
2019-01-19 12:58:40.333301,8.65
2019-01-19 12:58:41.335549,70.02
2019-01-19 12:58:42.340148,44.25
2019-01-19 12:58:43.342073,95.95
2019-01-19 12:58:44.345624,94.8
2019-01-19 12:58:45.357103,68.75
2019-01-19 12:58:46.366462,84.6
2019-01-19 12:58:47.370206,94.6
2019-01-19 12:58:48.373144,41.28
2019-01-19 12:58:49.382585,18.49
2019-01-19 12:58:50.391564,89.73
2019-01-19 12:58:51.398433,70.07
2019-01-19 12:58:52.401587,32.74
2019-01-19 12:58:53.414770,77.02
2019-01-19 12:58:54.428891,23.11
2019-01-19 12:58:55.442609,3.71
2019-01-19 12:58:56.450780,99.69
2019-01-19 12:58:57.455485,72.03
2019-01-19 12:58:58.462172,34.0
2019-01-19 12:58:59.469984,90.04
2019-01-19 12:59:00.481068,32.39
2019-01-19 12:59:01.492657,4.39
2019-01-19 12:59:02.503707,37.31
2019-01-19 12:59:03.514664,42.57
2019-01-19 12:59:04.526148,77.46
2019-01-19 12:59:05.537395,4.29
2019-01-19 12:59:06.539458,22.55
2019-01-19 12:59:07.542399,22.0
2019-01-19 12:59:08.554184,88.93
2019-01-19 12:59:09.564589,71.38
2019-01-19 12:59:10.567876,63.44
2019-01-19 12:59:11.578982,47.75
2019-01-19 12:59:12.589236,48.67
2019-01-19 12:59:13.598976,42.83
2019-01-19 12:59:14.605035,56.68
2019-01-19 12:59:15.614547,49.07
2019-01-19 12:59:16.622924,60.59
2019-01-19 12:59:17.630846,89.72
2019-01-19 12:59:18.639850,55.6
2019-01-19 12:59:19.652211,16.64
2019-01-19 12:59:20.664642,69.44
2019-01-19 12:59:21.677212,77.44
2019-01-19 12:59:22.689669,49.9
2019-01-19 12:59:23.699664,14.53
2019-01-19 12:59:24.706527,12.63
2019-01-19 12:59:25.718745,86.64
2019-01-19 12:59:26.728707,90.34
2019-01-19 12:59:27.731015,82.41
2019-01-19 12:59:28.743730,52.95
2019-01-19 12:59:29.753043,46.95
2019-01-19 12:59:30.764962,42.43
2019-01-19 12:59:31.775642,80.16
2019-01-19 12:59:32.777164,91.11
2019-01-19 12:59:33.780879,59.55
2019-01-19 12:59:34.790377,35.66
2019-01-19 12:59:35.801914,68.9
2019-01-19 12:59:36.805559,27.72
2019-01-19 12:59:37.808286,55.84
2019-01-19 12:59:38.819780,62.79
2019-01-19 12:59:39.830386,53.79
2019-01-19 12:59:40.839733,46.54
2019-01-19 12:59:41.846422,95.61
2019-01-19 12:59:42.854143,68.47
2019-01-19 12:59:43.859200,66.61
2019-01-19 12:59:44.867969,7.19
2019-01-19 12:59:45.877772,18.85
2019-01-19 12:59:46.883635,23.41
2019-01-19 12:59:47.891925,24.89
2019-01-19 12:59:48.902121,3.86
2019-01-19 12:59:49.908494,83.91
2019-01-19 12:59:50.911381,77.07
2019-01-19 12:59:51.913838,46.56
2019-01-19 12:59:52.926832,6.34
2019-01-19 12:59:53.935806,65.94
2019-01-19 12:59:54.947466,34.6
2019-01-19 12:59:55.958055,93.73
2019-01-19 12:59:56.968533,13.65
2019-01-19 12:59:57.979296,73.38
2019-01-19 12:59:58.981738,93.17
2019-01-19 12:59:59.986154,61.01
2019-01-19 13:00:00.997688,10.68
2019-01-19 13:00:02.008486,45.86
2019-01-19 13:00:03.019610,84.0
2019-01-19 13:00:04.029918,77.34
2019-01-19 13:00:05.041184,13.18
2019-01-19 13:00:06.052579,37.21
2019-01-19 13:00:07.055205,69.96
2019-01-19 13:00:08.057554,79.9
2019-01-19 13:00:09.061235,71.02
2019-01-19 13:00:10.072405,94.54
2019-01-19 13:00:11.082934,20.77
2019-01-19 13:00:12.094367,34.01
2019-01-19 13:00:13.105101,84.86
2019-01-19 13:00:14.112567,78.43
2019-01-19 13:00:15.116712,65.03
2019-01-19 13:00:16.118389,34.68
2019-01-19 13:00:17.119496,9.77
2019-01-19 13:00:18.120628,50.92
2019-01-19 13:00:19.126511,87.31
2019-01-19 13:00:20.132985,11.1
2019-01-19 13:00:21.144298,22.54
2019-01-19 13:00:22.152982,46.68
2019-01-19 13:00:23.162777,73.48
2019-01-19 13:00:24.168481,56.1
2019-01-19 13:00:25.171771,44.11
2019-01-19 13:00:26.184537,13.54
2019-01-19 13:00:27.193919,21.8
2019-01-19 13:00:28.203644,17.84
2019-01-19 13:00:29.211949,4.81
2019-01-19 13:00:30.218773,88.03
2019-01-19 13:00:31.232287,87.33
2019-01-19 13:00:32.241602,15.2
2019-01-19 13:00:33.252841,12.57
2019-01-19 13:00:34.263103,82.78
2019-01-19 13:00:35.265867,58.51
2019-01-19 13:00:36.275234,36.91
2019-01-19 13:00:37.278481,76.63
2019-01-19 13:00:38.290163,81.48
2019-01-19 13:00:39.292110,80.63
2019-01-19 13:00:40.297833,5.52
2019-01-19 13:00:41.301806,17.85
2019-01-19 13:00:42.306862,93.07
2019-01-19 13:00:43.311309,13.2
2019-01-19 13:00:44.321118,87.43
2019-01-19 13:00:45.326648,98.17
2019-01-19 13:00:46.329969,75.73
2019-01-19 13:00:47.343538,30.92
2019-01-19 13:00:48.351746,26.28
2019-01-19 13:00:49.363011,27.47
2019-01-19 13:00:50.373716,70.87
2019-01-19 13:00:51.378121,92.29
2019-01-19 13:00:52.386304,32.55
2019-01-19 13:00:53.398137,51.3
2019-01-19 13:00:54.407707,38.32
2019-01-19 13:00:55.420324,55.0
2019-01-19 13:00:56.423563,24.41
2019-01-19 13:00:57.426264,99.73
2019-01-19 13:00:58.429069,65.25
2019-01-19 13:00:59.432102,66.05
2019-01-19 13:01:00.434594,77.91
2019-01-19 13:01:01.437927,71.39
2019-01-19 13:01:02.440242,70.8
2019-01-19 13:01:03.448882,57.97
2019-01-19 13:01:04.459318,94.45
2019-01-19 13:01:05.465098,92.91
2019-01-19 13:01:06.474029,61.76
2019-01-19 13:01:07.478189,94.46
2019-01-19 13:01:08.490333,43.61
2019-01-19 13:01:09.500285,62.19
2019-01-19 13:01:10.511921,45.24
2019-01-19 13:01:11.515499,6.34
2019-01-19 13:01:12.525160,91.86
2019-01-19 13:01:13.531281,15.45
2019-01-19 13:01:14.540462,30.97
2019-01-19 13:01:15.542725,69.22
2019-01-19 13:01:16.546206,9.68
2019-01-19 13:01:17.550223,73.39
2019-01-19 13:01:18.554849,4.98
2019-01-19 13:01:19.566745,91.48
2019-01-19 13:01:20.573628,75.37
2019-01-19 13:01:21.579150,46.55
2019-01-19 13:01:22.584821,32.71
